loss,accuracy,val_loss,val_accuracy
4.136755466461182,0.008602150715887547,4.1269145011901855,0.017772512510418892
4.128208160400391,0.009677419438958168,4.12717342376709,0.017772512510418892
4.127819538116455,0.013978494331240654,4.128154754638672,0.002369668334722519
4.124729156494141,0.019354838877916336,4.144963264465332,0.0035545022692531347
4.122866630554199,0.024731183424592018,4.126355171203613,0.011848341673612595
4.114570140838623,0.022580645978450775,4.126565933227539,0.002369668334722519
4.120870113372803,0.02150537632405758,4.126763820648193,0.002369668334722519
4.1068902015686035,0.02150537632405758,4.1246795654296875,0.002369668334722519
4.092623233795166,0.019354838877916336,4.124322414398193,0.005924170836806297
4.080944538116455,0.02688172087073326,4.114852428436279,0.01895734667778015
4.056339740753174,0.03978494554758072,4.087946891784668,0.036729857325553894
4.008380889892578,0.047311827540397644,4.03922176361084,0.033175356686115265
3.892881155014038,0.05698924884200096,3.8305606842041016,0.09241706132888794
3.6858677864074707,0.08709677308797836,3.619460344314575,0.12203791737556458
3.5143496990203857,0.12903225421905518,3.561732053756714,0.15402843058109283
3.3485195636749268,0.13978494703769684,3.390967607498169,0.2132701426744461
3.150503158569336,0.18602150678634644,3.1099512577056885,0.22274881601333618
2.9973435401916504,0.22580644488334656,2.9359405040740967,0.26777252554893494
2.890941619873047,0.23763440549373627,2.919217586517334,0.2855450212955475
2.7523562908172607,0.26236557960510254,2.7686026096343994,0.3258293867111206
2.6556448936462402,0.29784947633743286,2.8904924392700195,0.2890995144844055
2.591862201690674,0.30000001192092896,2.6300063133239746,0.3744075894355774
2.4113032817840576,0.33870968222618103,2.490410327911377,0.40758293867111206
2.2843151092529297,0.3537634313106537,2.4248759746551514,0.4146919548511505
2.234768867492676,0.3817204236984253,2.435245990753174,0.4111374318599701
2.2011325359344482,0.4000000059604645,2.483314275741577,0.4146919548511505
2.0170342922210693,0.4397849440574646,2.2018754482269287,0.4490521252155304
2.035809278488159,0.4354838728904724,2.2823827266693115,0.45853081345558167
1.9086790084838867,0.4784946143627167,2.146702527999878,0.47867298126220703
1.869480013847351,0.4580645263195038,2.0695600509643555,0.4988151788711548
1.8604710102081299,0.47096773982048035,1.9939682483673096,0.5201421976089478
1.8977071046829224,0.4698924720287323,2.141587972640991,0.5023696422576904
1.6957191228866577,0.523655891418457,1.9890198707580566,0.5189573168754578
1.7047173976898193,0.5247311592102051,1.943440556526184,0.5426540374755859
1.6392905712127686,0.5096774101257324,1.9689537286758423,0.521327018737793
1.6423031091690063,0.5279569625854492,1.9764344692230225,0.5426540374755859
1.508284330368042,0.5451613068580627,1.830519437789917,0.5675355195999146
1.4060256481170654,0.602150559425354,1.8608312606811523,0.5651658773422241
1.4178282022476196,0.5774193406105042,1.795888066291809,0.579383909702301
1.3732895851135254,0.5946236848831177,1.92238450050354,0.5556871891021729
1.421631932258606,0.5752688050270081,1.7643377780914307,0.5936018824577332
1.2987090349197388,0.6290322542190552,1.775862455368042,0.5924170613288879
1.2575280666351318,0.6161290407180786,1.7735247611999512,0.5888625383377075
1.30483078956604,0.624731183052063,1.7373154163360596,0.5900474190711975
1.2273733615875244,0.6301075220108032,1.803213119506836,0.5817535519599915
1.2141162157058716,0.6279569864273071,1.6843355894088745,0.6255924105644226
1.1889445781707764,0.6569892764091492,1.6957026720046997,0.6161137223243713
1.1625356674194336,0.647311806678772,1.6929775476455688,0.6327013969421387
1.0282061100006104,0.6892473101615906,1.6826013326644897,0.6172986030578613
1.1046102046966553,0.6731182932853699,1.762748122215271,0.6161137223243713
1.0632023811340332,0.6870967745780945,1.6864099502563477,0.6125592589378357
1.0356097221374512,0.7021505236625671,1.7069175243377686,0.6338862776756287
1.1140530109405518,0.6569892764091492,1.768169641494751,0.6125592589378357
1.0823962688446045,0.6860215067863464,1.603380560874939,0.6635071039199829
0.945380687713623,0.7118279337882996,1.6285480260849,0.6563981175422668
0.9243519306182861,0.7107526659965515,1.6407712697982788,0.6540284156799316
0.9080264568328857,0.7365591526031494,1.6966241598129272,0.6445497870445251
0.9260101914405823,0.7236559391021729,1.6343668699264526,0.6658768057823181
0.8797871470451355,0.7204301357269287,1.559709906578064,0.6765402555465698
0.8076879978179932,0.750537633895874,1.6412841081619263,0.6563981175422668
0.8163676857948303,0.7526881694793701,1.6664619445800781,0.6611374616622925
0.8614279627799988,0.7397849559783936,1.7078993320465088,0.6599525809288025
0.8888168931007385,0.7397849559783936,1.5854377746582031,0.6729857921600342
0.8432636857032776,0.7516129016876221,1.746267318725586,0.6563981175422668
0.8662295341491699,0.7365591526031494,1.708115816116333,0.6611374616622925
0.8271298408508301,0.7591397762298584,1.7112594842910767,0.6481042504310608
0.8374114036560059,0.7483870983123779,1.5300503969192505,0.6481042504310608
0.9817110300064087,0.7032257914543152,1.734872579574585,0.6090047359466553
0.8790836334228516,0.7301075458526611,1.9387542009353638,0.6421800851821899
0.9112400412559509,0.7215054035186768,1.773925542831421,0.6623222827911377
0.726352870464325,0.7849462628364563,1.7115157842636108,0.6623222827911377
0.7550771832466125,0.7698924541473389,1.870706558227539,0.6575829386711121
0.8265459537506104,0.749462366104126,1.639192819595337,0.6682464480400085
0.7102639079093933,0.7903226017951965,1.6393567323684692,0.6919431090354919
0.7009986042976379,0.7774193286895752,1.6107810735702515,0.6836493015289307
0.6567718982696533,0.7946236729621887,1.7270501852035522,0.6552132964134216
0.7753250002861023,0.7655913829803467,1.5945316553115845,0.6812795996665955
0.6007116436958313,0.8193548321723938,1.599165678024292,0.6848341226577759
0.6074523329734802,0.8139784932136536,1.7077211141586304,0.6836493015289307
0.6444305777549744,0.8064516186714172,1.707675576210022,0.6824644804000854
0.5687034130096436,0.824731171131134,1.7638511657714844,0.670616090297699
0.570057213306427,0.8301075100898743,1.8503607511520386,0.6883886456489563
0.5631337761878967,0.8225806355476379,1.769734263420105,0.6646919250488281
0.7783550024032593,0.7634408473968506,1.7987958192825317,0.6836493015289307
0.6452574133872986,0.7989247441291809,1.7610816955566406,0.6635071039199829
0.6409319043159485,0.8139784932136536,1.7218812704086304,0.671800971031189
0.6485234498977661,0.8043010830879211,1.6540486812591553,0.6860189437866211
0.6079497337341309,0.8064516186714172,1.7080152034759521,0.6777251362800598
0.6030760407447815,0.8193548321723938,1.6913009881973267,0.6800947785377502
0.5154518485069275,0.8440860509872437,1.870916485786438,0.671800971031189
0.5674350261688232,0.8225806355476379,1.7533904314041138,0.670616090297699
0.5591571927070618,0.8161290287971497,1.7508958578109741,0.6777251362800598
